  [1]: https://www.ons.gov.uk/businessindustryandtrade/constructionindustry/bulletins/constructionoutputingreatbritain/previousReleases]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005 APR","78.4","83.3","105.7","364.5","79.6","275.8","99.0","91.4","73.5","99.8","87.4","94.3","24.1","98.9","68.2","60.4","56.8","87.2","97.3","87.6","99.7","84.4","136.0","1.5","-1.0","3.1","0.5","3.7","3.3","0.9","0.2","1.3","4.9","0.6","-1.0","0.1","0.8","0.6","2.2","0.2","0.9","0.0","0.7","0.1","1.1","6.9","3.2","6.5","-1.6","-6.9","0.5","-16.8","-0.7","0.3","4.5","5.9","4.4","2.9","11.0","18.7","-0.1","2.0","0.2","3.1","0.2","3.3","-1.1","-4.2","34.4","0.8","9.6","-0.1","-2.2","0.3","-2.1","1.9","2.3","0.7","0.9","-2.0","0.6","2.5","1.5","1.1","-1.3","-0.7","1.1","0.3","1.3","0.5","-1.7","40.6","2.3","5.3","-2.9","-7.1","-1.0","-18.6","-0.1","-1.6","3.8","3.0","2.4","4.1","10.6","18.9","-0.1","1.8","-0.3","2.0","0.4","2.2","0.2","-3.0","19.9","1.48","-0.01","0.48","0.01","0.43","0.03","0.01","0.01","0.99","0.56","0.02","-0.03","0.01","0.07","0.08","0.15","0.01","0.05","0.00","0.05","0.00","0.02","0.01","3.22","0.06","-0.26","-0.12","0.07","-0.22","-0.01","0.02","3.41","0.68","0.19","0.08","0.67","1.32","-0.02","0.13","0.01","0.16","0.01","0.23","-0.02","-0.07","0.05","0.76","0.08","-0.01","-0.04","0.03","-0.02","0.02","0.14","0.55","0.10","-0.09","0.02","0.16","0.12","0.14","-0.09","-0.03","0.06","0.02","0.09","0.01","-0.03","0.05","2.33","0.05","-0.48","-0.12","-0.13","-0.24","0.00","-0.10","2.87","0.35","0.10","0.11","0.64","1.32","-0.01","0.12","-0.01","0.11","0.02","0.15","0.00","-0.05","0.03"
"2005 MAY","78.0","82.4","104.7","360.8","78.8","267.1","101.0","91.2","73.2","97.9","86.2","95.5","23.8","100.3","68.3","58.9","56.9","87.4","95.9","88.1","101.5","84.1","138.6","-0.5","-1.1","-0.9","-1.0","-1.0","-3.2","2.0","-0.2","-0.4","-1.9","-1.4","1.2","-1.1","1.4","0.1","-2.5","0.2","0.2","-1.4","0.6","1.8","-0.3","1.9","2.2","6.3","-1.5","-6.4","0.2","-17.3","3.6","1.5","3.0","2.2","-0.3","4.4","8.5","18.5","-0.7","-2.3","-0.2","2.8","-1.3","4.1","-0.3","-0.8","38.5","0.6","4.3","0.0","-0.7","0.2","-2.6","1.7","1.6","0.6","0.3","-2.1","1.0","2.7","1.3","0.8","-2.2","-0.1","1.3","-0.3","1.6","1.2","-1.0","49.4","2.3","6.2","-2.5","-6.9","-0.7","-18.5","0.8","0.0","3.5","2.7","1.8","4.0","10.1","18.5","-0.2","-0.2","-0.5","2.5","-0.1","3.2","0.2","-2.6","31.7","-0.51","-0.01","-0.14","-0.02","-0.12","-0.03","0.03","-0.01","-0.34","-0.22","-0.06","0.03","-0.07","0.12","0.01","-0.16","0.01","0.01","-0.08","0.04","0.03","-0.01","0.00","2.22","0.05","-0.25","-0.11","0.02","-0.22","0.04","0.09","2.33","0.25","-0.01","0.12","0.52","1.31","-0.09","-0.16","-0.01","0.15","-0.07","0.28","-0.01","-0.01","0.05","0.57","0.04","0.00","-0.01","0.02","-0.03","0.02","0.10","0.44","0.04","-0.09","0.03","0.17","0.11","0.10","-0.14","0.00","0.07","-0.02","0.11","0.02","-0.01","0.06","2.32","0.05","-0.42","-0.12","-0.08","-0.24","0.01","0.00","2.69","0.31","0.08","0.11","0.61","1.30","-0.03","-0.01","-0.02","0.13","0.00","0.22","0.00","-0.04","0.05"
"2005 JUN","78.5","82.8","105.6","350.1","80.1","269.4","99.8","90.8","73.7","99.0","86.8","94.0","24.5","100.3","68.2","60.2","57.3","87.3","95.7","88.5","102.4","85.9","109.2","0.6","0.5","0.9","-3.0","1.6","0.9","-1.2","-0.4","0.6","1.1","0.7","-1.5","2.6","0.0","-0.1","2.2","0.7","-0.1","-0.2","0.5","0.8","2.2","-21.2","2.6","7.1","-0.3","-13.2","2.5","-12.7","1.4","1.6","3.2","2.7","-1.1","2.3","9.0","17.0","-1.0","1.4","0.7","2.6","-1.3","4.7","-0.5","0.0","10.4","0.9","0.3","1.4","-1.3","2.0","-0.8","1.4","0.6","0.9","2.1","-1.5","0.0","2.1","1.6","0.6","-1.1","0.6","1.2","-0.9","1.7","1.9","0.5","23.6","2.7","6.6","-1.2","-8.9","1.1","-15.7","1.4","1.1","3.6","3.6","1.0","3.2","9.5","18.1","-0.6","0.4","0.2","2.8","-0.8","4.0","-0.6","-1.7","27.9","0.59","0.00","0.14","-0.05","0.19","0.01","-0.02","-0.03","0.47","0.13","0.03","-0.04","0.17","0.00","-0.01","0.14","0.03","-0.01","-0.01","0.03","0.01","0.03","-0.04","2.57","0.06","-0.06","-0.23","0.30","-0.15","0.02","0.10","2.47","0.31","-0.05","0.06","0.56","1.22","-0.14","0.09","0.03","0.14","-0.07","0.32","-0.01","0.00","0.01","0.94","0.00","0.22","-0.02","0.23","-0.01","0.02","0.04","0.68","0.24","-0.06","0.00","0.14","0.13","0.07","-0.07","0.02","0.06","-0.05","0.12","0.03","0.01","0.03","2.67","0.06","-0.19","-0.15","0.13","-0.19","0.02","0.07","2.74","0.41","0.04","0.09","0.58","1.28","-0.08","0.02","0.01","0.15","-0.04","0.27","-0.01","-0.03","0.04"
"2005 JUL","79.0","83.9","104.6","335.9","79.4","267.6","101.3","90.2","74.4","99.5","86.8","94.7","25.1","103.2","69.3","59.7","58.5","88.1","95.7","88.7","103.9","87.7","99.9","0.6","1.4","-0.9","-4.0","-0.8","-0.7","1.5","-0.7","1.0","0.5","0.0","0.7","2.4","2.9","1.6","-0.9","2.1","0.9","0.0","0.2","1.5","2.1","-8.6","3.3","9.1","-0.7","-16.1","2.0","-13.4","6.3","1.2","4.2","3.5","-1.2","3.0","10.6","18.9","1.7","-1.4","3.4","3.3","-1.3","4.6","3.2","2.8","-4.2","0.9","-0.7","0.7","-3.8","1.5","-2.0","2.3","-0.4","1.0","1.2","-0.8","0.1","2.3","3.0","0.9","-0.7","1.7","1.1","-1.6","1.6","3.3","2.2","-4.3","2.7","7.5","-0.9","-12.0","1.5","-14.5","3.7","1.4","3.5","2.8","-0.9","3.2","9.4","18.1","0.0","-0.8","1.3","2.9","-1.3","4.5","0.8","0.7","14.7","0.62","0.01","-0.15","-0.06","-0.10","-0.01","0.02","-0.04","0.80","0.05","0.00","0.02","0.16","0.24","0.20","-0.06","0.08","0.05","0.00","0.01","0.02","0.03","-0.01","3.27","0.07","-0.12","-0.28","0.24","-0.16","0.08","0.07","3.24","0.41","-0.05","0.08","0.67","1.37","0.23","-0.09","0.13","0.18","-0.07","0.32","0.05","0.04","-0.01","0.88","-0.01","0.12","-0.06","0.17","-0.02","0.03","-0.02","0.80","0.14","-0.03","0.00","0.15","0.24","0.12","-0.04","0.07","0.06","-0.09","0.11","0.05","0.03","-0.01","2.69","0.06","-0.14","-0.21","0.19","-0.18","0.05","0.09","2.68","0.32","-0.04","0.09","0.58","1.30","0.00","-0.05","0.05","0.15","-0.07","0.30","0.01","0.01","0.02"
"2005 AUG","79.0","85.0","103.8","313.8","79.3","263.8","101.6","89.8","74.6","100.4","86.7","94.1","24.9","101.8","69.8","61.0","58.2","88.3","95.8","88.7","104.8","87.9","80.9","0.0","1.3","-0.8","-6.6","-0.2","-1.4","0.3","-0.4","0.2","1.0","-0.1","-0.7","-0.6","-1.4","0.7","2.2","-0.6","0.3","0.1","0.0","0.8","0.2","-19.0","3.4","11.8","-0.1","-18.3","3.1","-14.2","7.1","0.8","4.3","4.6","2.6","2.7","8.2","13.1","2.9","0.5","2.8","3.5","-1.6","4.4","10.1","3.6","-20.5","1.2","0.7","0.4","-8.1","1.5","-1.1","1.5","-1.1","1.5","2.1","-0.1","-0.8","3.4","2.7","1.5","1.4","2.1","1.0","-1.1","1.2","3.4","3.8","-27.8","3.1","9.3","-0.4","-15.8","2.5","-13.4","4.9","1.2","3.9","3.6","0.1","2.6","9.2","16.3","1.2","0.2","2.3","3.1","-1.4","4.6","4.1","2.2","-4.9","0.01","0.01","-0.12","-0.09","-0.02","-0.01","0.00","-0.02","0.15","0.11","0.00","-0.02","-0.04","-0.12","0.09","0.14","-0.02","0.01","0.01","0.00","0.01","0.00","-0.03","3.44","0.10","-0.02","-0.31","0.37","-0.17","0.09","0.05","3.31","0.53","0.11","0.07","0.52","0.99","0.37","0.03","0.11","0.18","-0.09","0.30","0.14","0.06","-0.03","1.15","0.01","0.06","-0.13","0.18","-0.01","0.02","-0.07","1.15","0.24","0.00","-0.02","0.22","0.22","0.19","0.09","0.08","0.05","-0.06","0.09","0.05","0.06","-0.05","3.09","0.08","-0.06","-0.27","0.30","-0.16","0.06","0.07","3.01","0.42","0.00","0.07","0.58","1.20","0.16","0.01","0.09","0.17","-0.08","0.31","0.06","0.03","-0.01"
"2005 SEP","79.4","85.2","105.2","331.5","80.5","266.6","97.6","89.6","74.8","100.0","87.2","92.8","25.3","103.2","69.9","61.4","59.9","88.5","94.7","88.6","105.4","84.9","103.0","0.5","0.2","1.4","5.6","1.5","1.1","-3.9","-0.2","0.4","-0.4","0.5","-1.3","1.6","1.4","0.2","0.7","3.1","0.2","-1.2","-0.1","0.6","-3.4","27.2","3.6","14.8","1.6","-5.6","3.7","-9.9","2.5","0.9","4.1","3.4","2.7","0.4","8.6","11.0","3.1","1.8","6.4","3.3","-2.0","3.9","9.8","-1.9","8.3","1.0","2.2","-0.8","-8.8","0.3","-1.8","0.2","-1.4","1.5","1.1","0.1","-0.8","4.0","2.9","2.1","1.4","3.3","1.2","-0.9","0.7","3.5","2.4","-26.1","3.4","11.8","0.2","-13.6","2.9","-12.5","5.3","1.0","4.2","3.8","1.3","2.0","9.1","14.3","2.6","0.3","4.2","3.4","-1.6","4.3","7.6","1.5","-5.8","0.48","0.00","0.21","0.07","0.17","0.01","-0.05","-0.01","0.28","-0.05","0.02","-0.03","0.10","0.12","0.02","0.05","0.12","0.01","-0.06","-0.01","0.01","-0.05","0.03","3.61","0.12","0.25","-0.09","0.44","-0.11","0.03","0.06","3.19","0.40","0.11","0.01","0.56","0.86","0.41","0.12","0.25","0.17","-0.11","0.27","0.14","-0.03","0.01","1.01","0.02","-0.12","-0.13","0.03","-0.02","0.00","-0.08","1.19","0.12","0.01","-0.02","0.26","0.24","0.27","0.09","0.13","0.06","-0.05","0.05","0.05","0.04","-0.05","3.44","0.10","0.04","-0.22","0.35","-0.15","0.06","0.06","3.25","0.45","0.06","0.05","0.58","1.07","0.34","0.02","0.17","0.18","-0.09","0.29","0.11","0.02","-0.01"
"2005 OCT","79.3","84.4","104.5","323.6","80.0","264.5","97.7","89.3","74.8","100.9","88.8","94.5","25.1","100.5","70.0","62.6","60.4","88.9","93.1","88.4","105.9","82.9","108.8","-0.1","-0.9","-0.7","-2.4","-0.6","-0.8","0.1","-0.3","0.0","0.9","1.8","1.8","-0.7","-2.6","0.1","1.9","0.7","0.5","-1.7","-0.3","0.5","-2.4","5.6","3.1","16.4","0.8","-12.6","3.5","-9.8","3.0","1.2","3.6","4.3","0.9","1.9","8.9","5.6","3.7","3.2","6.4","3.6","-5.0","3.4","8.6","-5.0","9.2","0.9","2.2","-0.5","-7.4","0.6","-1.1","-1.7","-1.3","1.3","1.6","1.1","-1.0","2.7","0.5","1.9","3.4","3.4","1.1","-1.3","0.2","2.7","-0.8","-15.8","3.4","14.3","0.8","-12.3","3.4","-11.3","4.2","1.0","4.0","4.1","2.0","1.7","8.6","9.8","3.2","1.8","5.2","3.4","-2.9","3.9","9.5","-1.1","-1.3","-0.12","-0.01","-0.10","-0.03","-0.07","-0.01","0.00","-0.02","0.02","0.10","0.08","0.05","-0.05","-0.22","0.01","0.12","0.03","0.02","-0.09","-0.02","0.01","-0.03","0.01","3.10","0.13","0.13","-0.20","0.42","-0.11","0.04","0.07","2.78","0.50","0.04","0.05","0.57","0.44","0.47","0.21","0.26","0.19","-0.28","0.23","0.12","-0.08","0.01","0.90","0.02","-0.07","-0.11","0.07","-0.01","-0.02","-0.08","1.03","0.19","0.05","-0.03","0.18","0.05","0.24","0.22","0.13","0.06","-0.07","0.01","0.04","-0.01","-0.03","3.38","0.11","0.12","-0.20","0.41","-0.13","0.05","0.06","3.09","0.48","0.09","0.05","0.55","0.76","0.42","0.12","0.21","0.18","-0.16","0.27","0.13","-0.02","0.00"
"2005 NOV","80.1","84.1","105.8","319.7","81.1","276.5","99.0","89.5","75.6","102.2","89.1","95.3","25.5","102.4","69.9","64.0","62.1","89.2","94.3","88.4","104.0","82.9","134.0","1.0","-0.3","1.3","-1.2","1.3","4.5","1.4","0.2","1.0","1.3","0.4","0.8","1.4","1.9","0.0","2.4","2.9","0.3","1.3","0.0","-1.9","0.0","23.2","4.0","15.6","1.4","-15.5","4.0","-2.8","4.0","1.3","4.7","6.1","0.4","1.3","9.2","7.2","4.5","5.6","9.1","4.3","-2.9","3.1","6.1","-4.0","49.4","0.9","0.8","0.5","-2.5","1.1","0.8","-2.8","-0.9","1.2","1.4","1.8","0.0","2.0","0.3","1.2","3.9","4.9","1.1","-1.8","-0.2","1.4","-4.2","19.2","3.6","15.6","1.3","-11.3","3.7","-7.5","3.2","1.1","4.1","4.6","1.3","1.2","8.9","7.9","3.8","3.5","7.3","3.7","-3.3","3.5","8.1","-3.6","21.5","1.00","0.00","0.19","-0.02","0.15","0.04","0.02","0.01","0.79","0.16","0.02","0.02","0.10","0.15","-0.01","0.16","0.12","0.02","0.07","0.00","-0.03","0.00","0.03","4.04","0.12","0.23","-0.25","0.48","-0.03","0.05","0.08","3.61","0.70","0.02","0.04","0.59","0.57","0.57","0.37","0.36","0.23","-0.16","0.21","0.09","-0.06","0.06","0.95","0.01","0.07","-0.04","0.14","0.01","-0.03","-0.05","0.92","0.16","0.08","0.00","0.13","0.02","0.16","0.25","0.19","0.06","-0.10","-0.01","0.02","-0.06","0.03","3.58","0.12","0.20","-0.18","0.45","-0.08","0.04","0.07","3.19","0.53","0.06","0.03","0.57","0.62","0.48","0.23","0.29","0.20","-0.18","0.24","0.11","-0.06","0.03"
"2005 DEC","80.7","84.4","109.6","329.1","84.6","276.9","99.7","89.7","75.8","103.0","90.1","94.0","26.0","101.0","70.2","64.0","61.9","89.3","93.7","88.7","105.6","83.9","129.8","0.8","0.3","3.6","2.9","4.4","0.2","0.8","0.2","0.2","0.8","1.2","-1.4","2.2","-1.4","0.4","0.0","-0.3","0.2","-0.7","0.3","1.6","1.3","-3.1","4.8","11.3","5.6","-10.9","8.8","-1.0","4.5","1.0","4.9","6.7","1.7","0.2","11.7","4.5","4.8","6.7","8.3","4.8","-3.4","3.2","7.0","-1.1","51.9","1.1","-0.5","2.0","-0.9","2.7","2.5","-1.3","-0.4","1.1","2.1","2.8","0.8","1.8","-1.4","0.5","4.7","4.4","0.9","-1.8","-0.2","0.4","-4.2","31.3","4.0","14.4","2.6","-13.0","5.4","-4.6","3.8","1.2","4.4","5.7","1.0","1.1","9.9","5.8","4.3","5.2","8.0","4.2","-3.8","3.3","7.2","-3.4","35.6","0.77","0.00","0.56","0.04","0.52","0.00","0.01","0.01","0.19","0.10","0.05","-0.04","0.15","-0.12","0.05","0.00","-0.01","0.01","-0.03","0.02","0.02","0.02","-0.01","4.83","0.09","0.89","-0.17","1.05","-0.01","0.05","0.06","3.79","0.77","0.07","0.01","0.75","0.36","0.61","0.44","0.33","0.25","-0.19","0.22","0.10","-0.02","0.06","1.13","0.00","0.31","-0.01","0.32","0.02","-0.02","-0.02","0.85","0.24","0.12","0.02","0.12","-0.12","0.07","0.30","0.18","0.05","-0.10","-0.01","0.01","-0.06","0.04","3.99","0.11","0.41","-0.21","0.65","-0.05","0.05","0.07","3.39","0.66","0.04","0.03","0.64","0.46","0.55","0.34","0.32","0.22","-0.21","0.22","0.10","-0.05","0.05"
"2006 JAN","80.4","85.3","108.0","342.2","82.5","285.5","95.8","90.2","75.6","103.8","88.9","96.9","25.7","99.1","70.1","64.4","60.1","88.6","94.5","89.1","105.1","86.0","122.7","-0.4","1.1","-1.5","4.0","-2.4","3.1","-4.0","0.6","-0.2","0.7","-1.4","3.1","-1.4","-1.8","-0.1","0.5","-3.0","-0.8","0.9","0.4","-0.5","2.5","-5.4","3.4","6.3","3.1","-6.3","5.0","4.2","-3.6","0.4","3.6","6.4","-1.0","2.8","10.4","0.6","3.5","4.0","5.5","2.9","-2.5","3.4","5.4","0.7","47.3","1.5","-0.3","3.1","2.3","3.5","5.5","-0.8","0.2","1.2","2.6","2.1","1.7","2.5","-1.0","0.3","4.0","3.1","0.6","-0.4","0.2","-0.5","-1.1","32.0","4.1","10.9","3.4","-11.0","5.9","0.1","1.6","0.9","4.4","6.4","0.4","1.4","10.4","4.0","4.2","5.4","7.7","4.0","-3.0","3.2","6.2","-1.5","49.5","-0.37","0.01","-0.24","0.07","-0.29","0.04","-0.05","0.04","-0.17","0.08","-0.06","0.08","-0.09","-0.14","-0.01","0.03","-0.12","-0.04","0.05","0.03","-0.01","0.04","-0.01","3.36","0.04","0.50","-0.12","0.58","0.05","-0.05","0.03","2.77","0.71","-0.04","0.08","0.61","0.04","0.44","0.27","0.22","0.15","-0.15","0.23","0.08","0.01","0.06","1.47","0.00","0.50","0.04","0.41","0.06","-0.01","0.02","0.96","0.29","0.09","0.05","0.16","-0.08","0.04","0.27","0.13","0.03","-0.02","0.01","-0.01","-0.02","0.04","4.07","0.06","0.55","-0.22","0.69","0.00","0.02","0.06","3.37","0.71","0.02","0.04","0.62","0.32","0.54","0.36","0.30","0.21","-0.17","0.22","0.09","-0.02","0.06"
"2006 FEB","80.3","85.6","108.1","325.0","83.3","293.5","94.0","90.5","75.4","104.2","89.6","92.9","25.6","97.0","70.3","65.0","60.3","88.7","93.7","89.1","104.0","85.0","100.8","-0.1","0.4","0.1","-5.0","0.9","2.8","-1.9","0.3","-0.2","0.4","0.8","-4.1","-0.2","-2.1","0.3","1.1","0.5","0.1","-0.8","0.1","-1.0","-1.3","-17.8","3.3","2.6","3.5","-10.1","6.1","5.7","-4.4","-0.2","3.5","6.4","2.3","-1.5","8.9","-1.1","3.5","7.4","7.0","2.9","-3.8","3.0","5.4","0.8","0.7","1.1","0.7","3.2","2.2","3.7","6.0","-1.6","0.7","0.7","2.6","1.4","0.4","2.0","-3.0","0.4","2.9","-0.1","0.1","-0.1","0.6","-0.2","1.7","2.2","3.8","6.6","4.1","-9.1","6.6","2.9","-1.2","0.4","4.0","6.5","1.0","0.5","10.3","1.3","3.9","6.0","6.9","3.5","-3.2","3.2","6.0","0.2","31.4","-0.15","0.00","0.02","-0.09","0.11","0.03","-0.02","0.02","-0.19","0.05","0.03","-0.12","-0.01","-0.17","0.03","0.07","0.02","0.01","-0.04","0.00","-0.02","-0.02","-0.03","3.27","0.02","0.57","-0.19","0.71","0.07","-0.06","-0.02","2.70","0.72","0.10","-0.04","0.53","-0.09","0.45","0.49","0.27","0.15","-0.22","0.21","0.08","0.01","0.00","1.10","0.00","0.51","0.04","0.43","0.07","-0.02","0.05","0.54","0.30","0.06","0.01","0.12","-0.24","0.05","0.19","0.00","0.00","0.00","0.04","0.00","0.02","0.00","3.81","0.04","0.66","-0.18","0.77","0.04","-0.02","0.02","3.08","0.73","0.04","0.01","0.62","0.10","0.50","0.40","0.27","0.19","-0.19","0.22","0.09","0.00","0.04"
"2006 MAR","80.6","85.5","109.4","318.0","84.8","302.2","92.4","90.7","75.6","105.2","91.1","92.0","25.4","96.2","70.8","65.6","60.8","88.9","93.5","88.6","104.8","85.8","95.6","0.4","-0.1","1.2","-2.2","1.8","3.0","-1.7","0.2","0.2","0.9","1.7","-0.9","-0.8","-0.8","0.6","0.9","0.8","0.3","-0.3","-0.5","0.8","1.0","-5.2","4.2","1.6","6.7","-12.3","10.4","13.2","-5.9","-0.6","4.2","10.5","4.8","-3.4","5.7","-1.8","4.4","11.0","7.3","3.0","-3.9","1.9","5.3","2.8","-24.8","0.5","1.4","1.7","1.3","2.0","7.7","-4.8","1.1","0.2","2.3","0.6","-0.7","0.2","-3.8","0.5","2.3","-1.7","-0.4","0.2","0.5","-0.5","2.8","-14.3","3.6","3.5","4.4","-9.6","7.1","7.7","-4.6","-0.1","3.8","7.8","2.0","-0.7","8.3","-0.8","3.8","7.4","6.6","2.9","-3.4","2.7","5.4","1.4","2.7","0.39","0.00","0.19","-0.04","0.21","0.04","-0.02","0.01","0.19","0.10","0.07","-0.02","-0.05","-0.06","0.08","0.06","0.03","0.01","-0.01","-0.04","0.01","0.01","-0.01","4.24","0.01","1.07","-0.24","1.19","0.16","-0.08","-0.04","3.19","1.15","0.20","-0.10","0.35","-0.15","0.57","0.71","0.29","0.16","-0.23","0.13","0.08","0.04","-0.04","0.50","0.01","0.28","0.02","0.24","0.09","-0.06","0.07","0.15","0.26","0.02","-0.02","0.01","-0.30","0.07","0.15","-0.07","-0.02","0.01","0.04","-0.01","0.04","-0.02","3.62","0.02","0.71","-0.19","0.83","0.09","-0.06","-0.01","2.89","0.86","0.09","-0.02","0.50","-0.06","0.49","0.49","0.26","0.16","-0.20","0.19","0.08","0.02","0.00"
"2006 APR","80.2","84.9","109.3","311.0","85.2","296.5","91.1","90.5","75.3","104.6","91.9","93.5","25.0","94.9","70.8","65.9","59.2","89.1","92.8","87.8","105.7","85.3","99.2","-0.4","-0.7","-0.1","-2.2","0.5","-1.9","-1.4","-0.2","-0.5","-0.6","0.9","1.6","-1.7","-1.4","0.1","0.5","-2.6","0.1","-0.8","-0.9","0.9","-0.5","3.8","2.3","1.9","3.4","-14.7","7.0","7.5","-8.1","-1.0","2.4","4.7","5.1","-0.8","3.8","-4.0","3.8","9.1","4.3","2.2","-4.7","0.3","6.0","1.1","-27.0","0.0","0.9","1.1","-3.8","2.0","6.3","-5.8","0.8","-0.3","1.6","1.7","-2.7","-1.4","-4.7","0.8","2.2","-2.0","-0.1","-0.9","-0.2","-0.1","1.3","-23.5","3.3","2.0","4.5","-12.4","7.8","8.7","-6.1","-0.6","3.3","7.2","4.1","-1.9","6.1","-2.3","3.9","9.2","6.2","2.7","-4.1","1.7","5.6","1.6","-18.6","-0.40","0.00","-0.02","-0.04","0.06","-0.02","-0.02","-0.01","-0.36","-0.07","0.04","0.04","-0.11","-0.11","0.01","0.03","-0.10","0.01","-0.04","-0.06","0.01","-0.01","0.00","2.32","0.01","0.55","-0.28","0.82","0.09","-0.11","-0.07","1.81","0.53","0.21","-0.02","0.23","-0.32","0.49","0.59","0.17","0.12","-0.27","0.02","0.09","0.02","-0.05","-0.01","0.01","0.17","-0.06","0.24","0.08","-0.07","0.05","-0.23","0.18","0.07","-0.07","-0.09","-0.38","0.10","0.15","-0.08","-0.01","-0.05","-0.01","0.00","0.02","-0.04","3.27","0.01","0.73","-0.24","0.91","0.11","-0.08","-0.04","2.56","0.80","0.17","-0.05","0.37","-0.19","0.50","0.60","0.24","0.14","-0.24","0.12","0.08","0.02","-0.03"
"2006 MAY","80.6","84.7","110.4","298.2","87.0","293.3","90.3","90.5","75.6","105.6","92.6","93.1","25.4","95.0","71.0","65.8","59.8","89.1","93.4","87.4","105.9","85.4","104.3","0.5","-0.3","1.0","-4.1","2.1","-1.1","-0.8","0.0","0.4","1.0","0.8","-0.5","1.5","0.1","0.2","-0.2","1.0","0.1","0.7","-0.5","0.1","0.1","5.1","3.3","2.7","5.4","-17.4","10.3","9.8","-10.6","-0.8","3.2","7.8","7.5","-2.5","6.6","-5.3","3.9","11.7","5.1","2.0","-2.6","-0.8","4.3","1.6","-24.7","0.1","-0.1","1.0","-6.9","2.6","4.2","-5.5","0.4","-0.2","1.4","2.6","-1.8","-2.0","-3.7","0.9","2.1","-1.3","0.2","-0.8","-1.1","0.5","0.6","-15.3","3.3","2.1","5.2","-14.8","9.2","10.2","-8.2","-0.8","3.2","7.6","5.8","-2.3","5.4","-3.7","4.1","10.6","5.6","2.4","-3.8","0.5","5.2","1.8","-25.5","0.46","0.00","0.17","-0.07","0.26","-0.01","-0.01","0.00","0.30","0.11","0.04","-0.01","0.10","0.01","0.02","-0.01","0.04","0.00","0.04","-0.03","0.00","0.00","0.01","3.32","0.02","0.87","-0.33","1.21","0.12","-0.14","-0.05","2.47","0.87","0.31","-0.07","0.40","-0.43","0.51","0.75","0.20","0.11","-0.15","-0.06","0.06","0.02","-0.05","0.06","0.00","0.17","-0.12","0.31","0.05","-0.07","0.03","-0.13","0.16","0.11","-0.05","-0.13","-0.29","0.12","0.14","-0.05","0.01","-0.04","-0.08","0.01","0.01","-0.02","3.29","0.01","0.83","-0.29","1.07","0.12","-0.11","-0.05","2.49","0.85","0.24","-0.06","0.33","-0.30","0.52","0.68","0.22","0.13","-0.22","0.03","0.07","0.03","-0.05"
"2006 JUN","80.8","84.7","111.0","290.4","87.4","292.9","96.8","90.3","75.7","104.4","94.5","92.6","25.7","95.1","71.2","66.2","60.0","89.4","93.0","87.5","103.3","85.1","100.4","0.2","0.0","0.6","-2.6","0.4","-0.1","7.2","-0.2","0.1","-1.1","2.0","-0.5","1.4","0.2","0.4","0.6","0.4","0.4","-0.4","0.1","-2.4","-0.4","-3.7","2.9","2.3","5.1","-17.1","9.1","8.7","-3.0","-0.6","2.7","5.4","8.9","-1.5","5.3","-5.2","4.4","10.0","4.8","2.5","-2.8","-1.2","0.9","-1.0","-8.0","0.2","-0.9","1.6","-8.7","3.6","0.2","-1.4","-0.1","-0.1","0.4","3.5","-0.9","-0.8","-2.5","0.8","1.5","-1.2","0.5","-0.9","-1.5","0.3","-0.4","-4.8","2.8","2.3","4.6","-16.4","8.8","8.7","-7.2","-0.8","2.8","6.0","7.2","-1.6","5.2","-4.8","4.1","10.2","4.7","2.2","-3.4","-0.6","3.7","0.6","-20.8","0.19","0.00","0.09","-0.04","0.05","0.00","0.08","-0.01","0.11","-0.13","0.09","-0.01","0.09","0.01","0.05","0.04","0.01","0.02","-0.02","0.01","-0.04","-0.01","0.00","2.91","0.01","0.82","-0.32","1.07","0.10","-0.04","-0.04","2.10","0.60","0.37","-0.04","0.32","-0.42","0.57","0.65","0.19","0.13","-0.16","-0.08","0.01","-0.02","-0.01","0.19","-0.01","0.26","-0.15","0.43","0.00","-0.02","0.00","-0.06","0.05","0.15","-0.03","-0.05","-0.19","0.11","0.10","-0.05","0.03","-0.05","-0.11","0.00","-0.01","-0.01","2.85","0.01","0.75","-0.31","1.03","0.10","-0.10","-0.05","2.13","0.67","0.30","-0.05","0.32","-0.39","0.52","0.66","0.18","0.12","-0.19","-0.04","0.05","0.01","-0.04"
